date,channel,spend
2024-03-06,Email,134.35
2024-03-06,Paid Search,398.12
2024-03-06,Paid Social,339.21
2024-03-07,Affiliate,100.7
2024-03-07,Email,133.87
2024-03-07,Paid Search,399.31
2024-03-07,Paid Social,354.96
2024-03-08,Affiliate,86.09
2024-03-08,Email,124.18
2024-03-08,Paid Search,317.97
2024-03-08,Paid Social,276.37
2024-03-09,Affiliate,91.84
2024-03-09,Email,113.49
2024-03-09,Paid Search,402.93
2024-03-09,Paid Social,303.47
2024-03-10,Affiliate,92.81
2024-03-10,Email,119.22
2024-03-10,Paid Search,339.17
2024-03-10,Paid Social,362.28
2024-03-11,Affiliate,78.25
2024-03-11,Email,115.69
2024-03-11,Paid Search,388.24
2024-03-11,Paid Social,300.02
2024-03-12,Affiliate,86.75
2024-03-12,Email,130.34
2024-03-12,Paid Search,356.49
2024-03-12,Paid Social,318.28
2024-03-13,Affiliate,91.41
2024-03-13,Email,149.35
2024-03-13,Paid Search,432.54
2024-03-13,Paid Social,316.3
2024-03-14,Affiliate,91.73
2024-03-14,Email,124.76
2024-03-14,Paid Search,367.94
2024-03-14,Paid Social,313.35
2024-03-15,Affiliate,96.97
2024-03-15,Email,138.56
2024-03-15,Paid Search,362.39
2024-03-15,Paid Social,290.14
2024-03-16,Affiliate,67.7
2024-03-16,Email,98.6
2024-03-16,Paid Search,260.6
2024-03-16,Paid Social,226.04
2024-03-17,Affiliate,89.18
2024-03-17,Email,135.34
2024-03-17,Paid Search,401.61
2024-03-17,Paid Social,304.15
2024-03-18,Affiliate,90.01
2024-03-18,Email,125.54
2024-03-18,Paid Search,374.92
2024-03-18,Paid Social,294.81
2024-03-19,Affiliate,90.24
2024-03-19,Email,123.04
2024-03-19,Paid Search,338.66
2024-03-19,Paid Social,302.5
2024-03-20,Affiliate,82.35
2024-03-20,Email,116.81
2024-03-20,Paid Search,359.16
2024-03-20,Paid Social,304.48
2024-03-21,Affiliate,69.93
2024-03-21,Email,109.82
2024-03-21,Paid Search,320.64
2024-03-21,Paid Social,248.54
2024-03-22,Affiliate,78.09
2024-03-22,Email,111.23
2024-03-22,Paid Search,315.45
2024-03-22,Paid Social,279.99
2024-03-23,Affiliate,95.72
2024-03-23,Email,113.17
2024-03-23,Paid Search,320.22
2024-03-23,Paid Social,284.31
2024-03-24,Affiliate,95.42
2024-03-24,Email,142.82
2024-03-24,Paid Search,354.66
2024-03-24,Paid Social,328.48
2024-03-25,Affiliate,86.07
2024-03-25,Email,107.4
2024-03-25,Paid Search,307.54
2024-03-25,Paid Social,279.13
2024-03-26,Affiliate,83.74
2024-03-26,Email,105.45
2024-03-26,Paid Search,318.45
2024-03-26,Paid Social,299.4
2024-03-27,Affiliate,88.27
2024-03-27,Email,129.55
2024-03-27,Paid Search,377.68
2024-03-27,Paid Social,272.18
2024-03-28,Affiliate,86.09
2024-03-28,Email,144.4
2024-03-28,Paid Search,390.34
2024-03-28,Paid Social,301.92
2024-03-29,Affiliate,86.52
2024-03-29,Email,117.15
2024-03-29,Paid Search,310.7
2024-03-29,Paid Social,302.95
2024-03-30,Affiliate,83.87
2024-03-30,Email,95.73
2024-03-30,Paid Search,326.12
2024-03-30,Paid Social,258.82
2024-03-31,Affiliate,95.55
2024-03-31,Email,120.29
2024-03-31,Paid Search,348.89
2024-03-31,Paid Social,325.77
2024-04-01,Affiliate,90.86
2024-04-01,Email,135.17
2024-04-01,Paid Search,388.77
2024-04-01,Paid Social,321.47
2024-04-02,Affiliate,97.88
2024-04-02,Email,113.45
2024-04-02,Paid Search,382.29
2024-04-02,Paid Social,348.14
2024-04-03,Affiliate,85.25
2024-04-03,Email,111.29
2024-04-03,Paid Search,327.11
2024-04-03,Paid Social,342.9
2024-04-04,Affiliate,76.2
2024-04-04,Email,125.54
2024-04-04,Paid Search,354.39
2024-04-04,Paid Social,293.65
2024-04-05,Affiliate,81.25
2024-04-05,Email,115.61
2024-04-05,Paid Search,349.1
2024-04-05,Paid Social,325.13
2024-04-06,Affiliate,77.51
2024-04-06,Email,97.52
2024-04-06,Paid Search,319.33
2024-04-06,Paid Social,264.6
2024-04-07,Affiliate,108.07
2024-04-07,Email,119.29
2024-04-07,Paid Search,390.08
2024-04-07,Paid Social,326.32
2024-04-08,Affiliate,97.64
2024-04-08,Email,120.82
2024-04-08,Paid Search,389.52
2024-04-08,Paid Social,295.65
2024-04-09,Affiliate,96.97
2024-04-09,Email,132.72
2024-04-09,Paid Search,373.47
2024-04-09,Paid Social,297.88
2024-04-10,Affiliate,94.72
2024-04-10,Email,117.48
2024-04-10,Paid Search,387.75
2024-04-10,Paid Social,300.09
2024-04-11,Affiliate,78.24
2024-04-11,Email,114.07
2024-04-11,Paid Search,378.34
2024-04-11,Paid Social,260.02
2024-04-12,Affiliate,78.9
2024-04-12,Email,120.05
2024-04-12,Paid Search,354.42
2024-04-12,Paid Social,272.64
2024-04-13,Affiliate,82.91
2024-04-13,Email,122.18
2024-04-13,Paid Search,338.92
2024-04-13,Paid Social,276.06
2024-04-14,Affiliate,86.63
2024-04-14,Email,119.2
2024-04-14,Paid Search,372.66
2024-04-14,Paid Social,284.71
2024-04-15,Affiliate,90.84
2024-04-15,Email,128.02
2024-04-15,Paid Search,368.86
2024-04-15,Paid Social,299.58
2024-04-16,Affiliate,97.43
2024-04-16,Email,132.9
2024-04-16,Paid Search,385.57
2024-04-16,Paid Social,375.51
2024-04-17,Affiliate,108.55
2024-04-17,Email,140.84
2024-04-17,Paid Search,380.49
2024-04-17,Paid Social,363.07
2024-04-18,Affiliate,90.97
2024-04-18,Email,133.17
2024-04-18,Paid Search,374.79
2024-04-18,Paid Social,320.63
2024-04-19,Affiliate,73.46
2024-04-19,Email,114.73
2024-04-19,Paid Search,353.5
2024-04-19,Paid Social,315.98
2024-04-20,Affiliate,79.93
2024-04-20,Email,115.83
2024-04-20,Paid Search,382.52
2024-04-20,Paid Social,276.17
2024-04-21,Affiliate,79.09
2024-04-21,Email,105.1
2024-04-21,Paid Search,313.97
2024-04-21,Paid Social,260.09
2024-04-22,Affiliate,84.11
2024-04-22,Email,120.07
2024-04-22,Paid Search,422.16
2024-04-22,Paid Social,292.39
2024-04-23,Affiliate,84.23
2024-04-23,Email,127.69
2024-04-23,Paid Search,419.04
2024-04-23,Paid Social,295.37
2024-04-24,Affiliate,102.58
2024-04-24,Email,148.78
2024-04-24,Paid Search,483.52
2024-04-24,Paid Social,362.59
2024-04-25,Affiliate,84.55
2024-04-25,Email,125.01
2024-04-25,Paid Search,370.7
2024-04-25,Paid Social,306.74
2024-04-26,Affiliate,92.18
2024-04-26,Email,117.56
2024-04-26,Paid Search,341.8
2024-04-26,Paid Social,285.43
2024-04-27,Affiliate,78.2
2024-04-27,Email,115.55
2024-04-27,Paid Search,353.09
2024-04-27,Paid Social,271.54
2024-04-28,Affiliate,81.13
2024-04-28,Email,121.03
2024-04-28,Paid Search,327.68
2024-04-28,Paid Social,311.26
2024-04-29,Affiliate,89.99
2024-04-29,Email,151.21
2024-04-29,Paid Search,431.23
2024-04-29,Paid Social,305.92
2024-04-30,Affiliate,89.83
2024-04-30,Email,140.5
2024-04-30,Paid Search,375.37
2024-04-30,Paid Social,338.33
2024-05-01,Affiliate,95.07
2024-05-01,Email,146.67
2024-05-01,Paid Search,400.4
2024-05-01,Paid Social,352.08
2024-05-02,Affiliate,80.33
2024-05-02,Email,105.79
2024-05-02,Paid Search,340.25
2024-05-02,Paid Social,303.14
2024-05-03,Affiliate,92.2
2024-05-03,Email,123.42
2024-05-03,Paid Search,392.65
2024-05-03,Paid Social,308.83
2024-05-04,Affiliate,74.61
2024-05-04,Email,88.76
2024-05-04,Paid Search,326.63
2024-05-04,Paid Social,266.11
2024-05-05,Affiliate,85.93
2024-05-05,Email,135.41
2024-05-05,Paid Search,393.47
2024-05-05,Paid Social,321.95
2024-05-06,Affiliate,104.0
2024-05-06,Email,147.73
2024-05-06,Paid Search,422.5
2024-05-06,Paid Social,352.36
2024-05-07,Affiliate,83.15
2024-05-07,Email,115.83
2024-05-07,Paid Search,368.03
2024-05-07,Paid Social,241.44
2024-05-08,Affiliate,73.86
2024-05-08,Email,121.51
2024-05-08,Paid Search,358.76
2024-05-08,Paid Social,311.77
2024-05-09,Affiliate,87.61
2024-05-09,Email,128.87
2024-05-09,Paid Search,343.64
2024-05-09,Paid Social,310.43
2024-05-10,Affiliate,81.81
2024-05-10,Email,102.96
2024-05-10,Paid Search,344.91
2024-05-10,Paid Social,280.43
2024-05-11,Affiliate,72.2
2024-05-11,Email,103.38
2024-05-11,Paid Search,320.07
2024-05-11,Paid Social,205.6
2024-05-12,Affiliate,75.57
2024-05-12,Email,133.74
2024-05-12,Paid Search,346.52
2024-05-12,Paid Social,314.74
2024-05-13,Affiliate,78.87
2024-05-13,Email,102.26
2024-05-13,Paid Search,346.27
2024-05-13,Paid Social,278.54
2024-05-14,Affiliate,89.27
2024-05-14,Email,136.05
2024-05-14,Paid Search,361.48
2024-05-14,Paid Social,310.08
2024-05-15,Affiliate,72.62
2024-05-15,Email,118.42
2024-05-15,Paid Search,363.26
2024-05-15,Paid Social,299.62
2024-05-16,Affiliate,95.65
2024-05-16,Email,131.03
2024-05-16,Paid Search,442.25
2024-05-16,Paid Social,329.16
2024-05-17,Affiliate,79.14
2024-05-17,Email,101.01
2024-05-17,Paid Search,335.5
2024-05-17,Paid Social,251.52
2024-05-18,Affiliate,89.73
2024-05-18,Email,111.81
2024-05-18,Paid Search,292.61
2024-05-18,Paid Social,280.82
2024-05-19,Affiliate,100.21
2024-05-19,Email,138.2
2024-05-19,Paid Search,396.9
2024-05-19,Paid Social,313.69
2024-05-20,Affiliate,78.08
2024-05-20,Email,105.45
2024-05-20,Paid Search,363.97
2024-05-20,Paid Social,297.88
2024-05-21,Affiliate,90.06
2024-05-21,Email,136.79
2024-05-21,Paid Search,373.72
2024-05-21,Paid Social,328.87
2024-05-22,Affiliate,100.5
2024-05-22,Email,141.0
2024-05-22,Paid Search,414.54
2024-05-22,Paid Social,321.0
2024-05-23,Affiliate,75.98
2024-05-23,Email,100.0
2024-05-23,Paid Search,325.07
2024-05-23,Paid Social,250.87
2024-05-24,Affiliate,85.48
2024-05-24,Email,112.99
2024-05-24,Paid Search,358.2
2024-05-24,Paid Social,275.14
2024-05-25,Affiliate,79.63
2024-05-25,Email,133.07
2024-05-25,Paid Search,365.82
2024-05-25,Paid Social,280.76
2024-05-26,Affiliate,87.84
2024-05-26,Email,114.14
2024-05-26,Paid Search,409.11
2024-05-26,Paid Social,333.57
2024-05-27,Affiliate,86.07
2024-05-27,Email,109.43
2024-05-27,Paid Search,347.2
2024-05-27,Paid Social,275.13
2024-05-28,Affiliate,86.74
2024-05-28,Email,105.82
2024-05-28,Paid Search,318.63
2024-05-28,Paid Social,257.18
2024-05-29,Affiliate,96.73
2024-05-29,Email,121.32
2024-05-29,Paid Search,391.26
2024-05-29,Paid Social,291.65
2024-05-30,Affiliate,96.28
2024-05-30,Email,126.77
2024-05-30,Paid Search,373.04
2024-05-30,Paid Social,310.89
2024-05-31,Affiliate,76.2
2024-05-31,Email,104.08
2024-05-31,Paid Search,357.87
2024-05-31,Paid Social,303.46
2024-06-01,Affiliate,67.37
2024-06-01,Email,102.95
2024-06-01,Paid Search,310.38
2024-06-01,Paid Social,244.02
2024-06-02,Affiliate,74.14
2024-06-02,Email,92.15
2024-06-02,Paid Search,309.71
2024-06-02,Paid Social,255.25
2024-06-03,Affiliate,67.93
2024-06-03,Email,103.33
2024-06-03,Paid Search,350.44
2024-06-03,Paid Social,280.1
2024-06-04,Affiliate,78.41
2024-06-04,Email,87.37
2024-06-04,Paid Search,317.17
2024-06-04,Paid Social,251.57
2024-06-05,Affiliate,77.49
2024-06-05,Email,97.16
2024-06-05,Paid Search,284.17
2024-06-05,Paid Social,245.34
2024-06-06,Affiliate,83.35
2024-06-06,Email,114.51
2024-06-06,Paid Search,330.48
2024-06-06,Paid Social,294.54
2024-06-07,Affiliate,74.69
2024-06-07,Email,93.41
2024-06-07,Paid Search,318.78
2024-06-07,Paid Social,238.86
2024-06-08,Affiliate,61.09
2024-06-08,Email,77.38
2024-06-08,Paid Search,263.76
2024-06-08,Paid Social,229.6
2024-06-09,Affiliate,77.56
2024-06-09,Email,115.21
2024-06-09,Paid Search,317.99
2024-06-09,Paid Social,268.25
2024-06-10,Affiliate,71.13
2024-06-10,Email,91.98
2024-06-10,Paid Search,262.15
2024-06-10,Paid Social,245.16
2024-06-11,Affiliate,74.23
2024-06-11,Email,119.51
2024-06-11,Paid Search,279.65
2024-06-11,Paid Social,271.43
2024-06-12,Affiliate,86.57
2024-06-12,Email,116.01
2024-06-12,Paid Search,352.61
2024-06-12,Paid Social,279.29
2024-06-13,Affiliate,69.88
2024-06-13,Email,100.29
2024-06-13,Paid Search,281.7
2024-06-13,Paid Social,241.16
2024-06-14,Affiliate,90.46
2024-06-14,Email,98.61
2024-06-14,Paid Search,266.22
2024-06-14,Paid Social,281.18
2024-06-15,Affiliate,72.01
2024-06-15,Email,90.63
2024-06-15,Paid Search,275.86
2024-06-15,Paid Social,243.11
2024-06-16,Affiliate,74.54
2024-06-16,Email,109.41
2024-06-16,Paid Search,295.75
2024-06-16,Paid Social,275.91
2024-06-17,Affiliate,88.54
2024-06-17,Email,109.88
2024-06-17,Paid Search,380.42
2024-06-17,Paid Social,274.29
2024-06-18,Affiliate,71.78
2024-06-18,Email,109.13
2024-06-18,Paid Search,288.38
2024-06-18,Paid Social,253.38
2024-06-19,Affiliate,71.04
2024-06-19,Email,103.47
2024-06-19,Paid Search,279.99
2024-06-19,Paid Social,210.06
2024-06-20,Affiliate,65.51
2024-06-20,Email,87.43
2024-06-20,Paid Search,285.5
2024-06-20,Paid Social,218.16
2024-06-21,Affiliate,63.31
2024-06-21,Email,88.13
2024-06-21,Paid Search,249.3
2024-06-21,Paid Social,214.45
2024-06-22,Affiliate,73.36
2024-06-22,Email,90.38
2024-06-22,Paid Search,279.96
2024-06-22,Paid Social,242.99
2024-06-23,Affiliate,75.58
2024-06-23,Email,101.63
2024-06-23,Paid Search,326.26
2024-06-23,Paid Social,245.24
2024-06-24,Affiliate,76.64
2024-06-24,Email,107.08
2024-06-24,Paid Search,303.09
2024-06-24,Paid Social,257.99
2024-06-25,Affiliate,71.63
2024-06-25,Email,116.68
2024-06-25,Paid Search,348.25
2024-06-25,Paid Social,294.32
2024-06-26,Affiliate,72.0
2024-06-26,Email,107.85
2024-06-26,Paid Search,334.89
2024-06-26,Paid Social,226.36
2024-06-27,Affiliate,80.13
2024-06-27,Email,116.81
2024-06-27,Paid Search,333.19
2024-06-27,Paid Social,320.4
2024-06-28,Affiliate,67.63
2024-06-28,Email,83.43
2024-06-28,Paid Search,283.83
2024-06-28,Paid Social,223.08
2024-06-29,Affiliate,77.9
2024-06-29,Email,119.28
2024-06-29,Paid Search,317.07
2024-06-29,Paid Social,301.26
2024-06-30,Affiliate,75.13
2024-06-30,Email,110.64
2024-06-30,Paid Search,317.7
2024-06-30,Paid Social,243.97
2024-07-01,Affiliate,62.01
2024-07-01,Email,87.57
2024-07-01,Paid Search,265.04
2024-07-01,Paid Social,193.23
2024-07-02,Affiliate,55.17
2024-07-02,Email,79.42
2024-07-02,Paid Search,257.72
2024-07-02,Paid Social,205.88
2024-07-03,Affiliate,65.42
2024-07-03,Email,85.66
2024-07-03,Paid Search,266.61
2024-07-03,Paid Social,233.23
2024-07-04,Affiliate,63.07
2024-07-04,Email,86.24
2024-07-04,Paid Search,279.16
2024-07-04,Paid Social,213.72
2024-07-05,Affiliate,66.8
2024-07-05,Email,80.63
2024-07-05,Paid Search,267.91
2024-07-05,Paid Social,208.52
2024-07-06,Affiliate,54.57
2024-07-06,Email,87.4
2024-07-06,Paid Search,245.8
2024-07-06,Paid Social,223.5
2024-07-07,Affiliate,60.56
2024-07-07,Email,88.29
2024-07-07,Paid Search,275.52
2024-07-07,Paid Social,195.08
2024-07-08,Affiliate,61.05
2024-07-08,Email,88.22
2024-07-08,Paid Search,240.24
2024-07-08,Paid Social,190.98
2024-07-09,Affiliate,63.89
2024-07-09,Email,86.28
2024-07-09,Paid Search,228.06
2024-07-09,Paid Social,194.55
2024-07-10,Affiliate,61.06
2024-07-10,Email,87.88
2024-07-10,Paid Search,246.56
2024-07-10,Paid Social,220.84
2024-07-11,Affiliate,76.06
2024-07-11,Email,86.59
2024-07-11,Paid Search,298.48
2024-07-11,Paid Social,227.1
2024-07-12,Affiliate,55.56
2024-07-12,Email,82.93
2024-07-12,Paid Search,247.08
2024-07-12,Paid Social,199.49
2024-07-13,Affiliate,55.23
2024-07-13,Email,70.22
2024-07-13,Paid Search,230.35
2024-07-13,Paid Social,181.26
2024-07-14,Affiliate,73.27
2024-07-14,Email,85.75
2024-07-14,Paid Search,257.81
2024-07-14,Paid Social,250.49
2024-07-15,Affiliate,66.76
2024-07-15,Email,96.25
2024-07-15,Paid Search,267.27
2024-07-15,Paid Social,210.58
2024-07-16,Affiliate,58.23
2024-07-16,Email,81.08
2024-07-16,Paid Search,254.48
2024-07-16,Paid Social,189.87
2024-07-17,Affiliate,64.17
2024-07-17,Email,94.66
2024-07-17,Paid Search,297.78
2024-07-17,Paid Social,203.76
2024-07-18,Affiliate,55.15
2024-07-18,Email,85.09
2024-07-18,Paid Search,279.86
2024-07-18,Paid Social,215.01
2024-07-19,Affiliate,54.03
2024-07-19,Email,78.42
2024-07-19,Paid Search,237.47
2024-07-19,Paid Social,185.91
2024-07-20,Affiliate,64.74
2024-07-20,Email,95.21
2024-07-20,Paid Search,246.63
2024-07-20,Paid Social,191.33
2024-07-21,Affiliate,67.29
2024-07-21,Email,112.1
2024-07-21,Paid Search,279.97
2024-07-21,Paid Social,242.27
2024-07-22,Affiliate,61.64
2024-07-22,Email,101.02
2024-07-22,Paid Search,301.16
2024-07-22,Paid Social,241.09
2024-07-23,Affiliate,71.91
2024-07-23,Email,99.21
2024-07-23,Paid Search,279.35
2024-07-23,Paid Social,234.27
2024-07-24,Affiliate,63.89
2024-07-24,Email,84.25
2024-07-24,Paid Search,230.81
2024-07-24,Paid Social,193.56
2024-07-25,Affiliate,63.52
2024-07-25,Email,85.85
2024-07-25,Paid Search,257.27
2024-07-25,Paid Social,177.95
2024-07-26,Affiliate,54.07
2024-07-26,Email,90.9
2024-07-26,Paid Search,285.84
2024-07-26,Paid Social,201.54
2024-07-27,Affiliate,59.75
2024-07-27,Email,83.94
2024-07-27,Paid Search,262.0
2024-07-27,Paid Social,196.91
2024-07-28,Affiliate,66.66
2024-07-28,Email,93.0
2024-07-28,Paid Search,273.07
2024-07-28,Paid Social,227.19
2024-07-29,Affiliate,80.77
2024-07-29,Email,114.84
2024-07-29,Paid Search,333.18
2024-07-29,Paid Social,249.05
2024-07-30,Affiliate,71.72
2024-07-30,Email,87.96
2024-07-30,Paid Search,269.78
2024-07-30,Paid Social,213.91
2024-07-31,Affiliate,71.62
2024-07-31,Email,108.35
2024-07-31,Paid Search,274.55
2024-07-31,Paid Social,253.5
2024-08-01,Affiliate,67.9
2024-08-01,Email,95.6
2024-08-01,Paid Search,298.15
2024-08-01,Paid Social,250.96
2024-08-02,Affiliate,66.04
2024-08-02,Email,93.37
2024-08-02,Paid Search,253.58
2024-08-02,Paid Social,237.64
2024-08-03,Affiliate,65.11
2024-08-03,Email,76.9
2024-08-03,Paid Search,245.72
2024-08-03,Paid Social,218.94
2024-08-04,Affiliate,78.76
2024-08-04,Email,101.32
2024-08-04,Paid Search,312.43
2024-08-04,Paid Social,223.4
2024-08-05,Affiliate,70.75
2024-08-05,Email,94.59
2024-08-05,Paid Search,259.08
2024-08-05,Paid Social,204.43
2024-08-06,Affiliate,76.9
2024-08-06,Email,103.02
2024-08-06,Paid Search,300.41
2024-08-06,Paid Social,204.61
2024-08-07,Affiliate,60.35
2024-08-07,Email,81.29
2024-08-07,Paid Search,290.94
2024-08-07,Paid Social,197.26
2024-08-08,Affiliate,62.65
2024-08-08,Email,99.45
2024-08-08,Paid Search,258.26
2024-08-08,Paid Social,236.57
2024-08-09,Affiliate,70.25
2024-08-09,Email,97.69
2024-08-09,Paid Search,349.82
2024-08-09,Paid Social,251.57
2024-08-10,Affiliate,52.24
2024-08-10,Email,69.96
2024-08-10,Paid Search,215.2
2024-08-10,Paid Social,177.57
2024-08-11,Affiliate,65.08
2024-08-11,Email,96.87
2024-08-11,Paid Search,318.14
2024-08-11,Paid Social,252.31
2024-08-12,Affiliate,59.24
2024-08-12,Email,76.94
2024-08-12,Paid Search,252.91
2024-08-12,Paid Social,206.19
2024-08-13,Affiliate,64.81
2024-08-13,Email,98.68
2024-08-13,Paid Search,283.99
2024-08-13,Paid Social,219.6
2024-08-14,Affiliate,71.62
2024-08-14,Email,90.0
2024-08-14,Paid Search,289.01
2024-08-14,Paid Social,252.28
2024-08-15,Affiliate,65.91
2024-08-15,Email,96.1
2024-08-15,Paid Search,283.51
2024-08-15,Paid Social,244.82
2024-08-16,Affiliate,51.93
2024-08-16,Email,73.61
2024-08-16,Paid Search,225.84
2024-08-16,Paid Social,199.02
2024-08-17,Affiliate,63.4
2024-08-17,Email,82.24
2024-08-17,Paid Search,248.31
2024-08-17,Paid Social,193.91
2024-08-18,Affiliate,65.25
2024-08-18,Email,93.61
2024-08-18,Paid Search,326.83
2024-08-18,Paid Social,238.78
2024-08-19,Affiliate,64.58
2024-08-19,Email,84.55
2024-08-19,Paid Search,262.76
2024-08-19,Paid Social,234.51
2024-08-20,Affiliate,66.6
2024-08-20,Email,92.46
2024-08-20,Paid Search,288.43
2024-08-20,Paid Social,235.72
2024-08-21,Affiliate,69.14
2024-08-21,Email,97.56
2024-08-21,Paid Search,275.98
2024-08-21,Paid Social,226.85
2024-08-22,Affiliate,60.82
2024-08-22,Email,96.84
2024-08-22,Paid Search,262.07
2024-08-22,Paid Social,216.0
2024-08-23,Affiliate,73.62
2024-08-23,Email,111.31
2024-08-23,Paid Search,301.97
2024-08-23,Paid Social,239.86
2024-08-24,Affiliate,65.28
2024-08-24,Email,85.84
2024-08-24,Paid Search,265.56
2024-08-24,Paid Social,234.69
2024-08-25,Affiliate,56.38
2024-08-25,Email,84.57
2024-08-25,Paid Search,212.99
2024-08-25,Paid Social,186.66
2024-08-26,Affiliate,60.53
2024-08-26,Email,79.55
2024-08-26,Paid Search,276.53
2024-08-26,Paid Social,246.82
2024-08-27,Affiliate,59.85
2024-08-27,Email,87.12
2024-08-27,Paid Search,296.42
2024-08-27,Paid Social,215.81
2024-08-28,Affiliate,77.76
2024-08-28,Email,108.59
2024-08-28,Paid Search,318.63
2024-08-28,Paid Social,231.3
2024-08-29,Affiliate,63.14
2024-08-29,Email,90.04
2024-08-29,Paid Search,277.3
2024-08-29,Paid Social,209.19
2024-08-30,Affiliate,64.51
2024-08-30,Email,89.21
2024-08-30,Paid Search,247.63
2024-08-30,Paid Social,225.06
2024-08-31,Affiliate,69.66
2024-08-31,Email,86.34
2024-08-31,Paid Search,281.54
2024-08-31,Paid Social,208.73
2024-09-01,Affiliate,83.42
2024-09-01,Email,126.97
2024-09-01,Paid Search,335.68
2024-09-01,Paid Social,287.6
2024-09-02,Affiliate,74.64
2024-09-02,Email,106.09
2024-09-02,Paid Search,355.14
2024-09-02,Paid Social,244.48
2024-09-03,Affiliate,76.3
2024-09-03,Email,115.44
2024-09-03,Paid Search,337.46
2024-09-03,Paid Social,243.82
2024-09-04,Affiliate,84.7
2024-09-04,Email,116.19
2024-09-04,Paid Search,296.87
2024-09-04,Paid Social,274.22
2024-09-05,Affiliate,84.57
2024-09-05,Email,113.61
2024-09-05,Paid Search,314.02
2024-09-05,Paid Social,226.61
2024-09-06,Affiliate,85.2
2024-09-06,Email,131.72
2024-09-06,Paid Search,347.7
2024-09-06,Paid Social,273.91
2024-09-07,Affiliate,73.22
2024-09-07,Email,101.19
2024-09-07,Paid Search,303.6
2024-09-07,Paid Social,260.52
2024-09-08,Affiliate,70.69
2024-09-08,Email,95.08
2024-09-08,Paid Search,319.25
2024-09-08,Paid Social,240.94
2024-09-09,Affiliate,84.22
2024-09-09,Email,101.78
2024-09-09,Paid Search,364.73
2024-09-09,Paid Social,289.23
2024-09-10,Affiliate,78.76
2024-09-10,Email,135.07
2024-09-10,Paid Search,427.81
2024-09-10,Paid Social,289.51
2024-09-11,Affiliate,90.78
2024-09-11,Email,110.55
2024-09-11,Paid Search,337.42
2024-09-11,Paid Social,315.35
2024-09-12,Affiliate,70.7
2024-09-12,Email,98.24
2024-09-12,Paid Search,287.04
2024-09-12,Paid Social,218.53
2024-09-13,Affiliate,76.87
2024-09-13,Email,94.63
2024-09-13,Paid Search,327.61
2024-09-13,Paid Social,230.38
2024-09-14,Affiliate,79.53
2024-09-14,Email,102.64
2024-09-14,Paid Search,336.48
2024-09-14,Paid Social,293.86
2024-09-15,Affiliate,72.71
2024-09-15,Email,103.93
2024-09-15,Paid Search,316.65
2024-09-15,Paid Social,274.66
2024-09-16,Affiliate,83.78
2024-09-16,Email,114.71
2024-09-16,Paid Search,359.67
2024-09-16,Paid Social,260.35
2024-09-17,Affiliate,80.44
2024-09-17,Email,115.29
2024-09-17,Paid Search,377.35
2024-09-17,Paid Social,310.69
2024-09-18,Affiliate,77.28
2024-09-18,Email,96.65
2024-09-18,Paid Search,296.65
2024-09-18,Paid Social,276.76
2024-09-19,Affiliate,82.31
2024-09-19,Email,126.92
2024-09-19,Paid Search,310.25
2024-09-19,Paid Social,282.09
2024-09-20,Affiliate,56.65
2024-09-20,Email,77.91
2024-09-20,Paid Search,218.85
2024-09-20,Paid Social,192.85
2024-09-21,Affiliate,75.12
2024-09-21,Email,84.82
2024-09-21,Paid Search,293.04
2024-09-21,Paid Social,220.04
2024-09-22,Affiliate,76.95
2024-09-22,Email,112.27
2024-09-22,Paid Search,323.52
2024-09-22,Paid Social,234.18
2024-09-23,Affiliate,77.14
2024-09-23,Email,108.1
2024-09-23,Paid Search,274.19
2024-09-23,Paid Social,249.97
2024-09-24,Affiliate,87.43
2024-09-24,Email,119.68
2024-09-24,Paid Search,362.4
2024-09-24,Paid Social,309.23
2024-09-25,Affiliate,75.8
2024-09-25,Email,98.86
2024-09-25,Paid Search,313.2
2024-09-25,Paid Social,231.03
2024-09-26,Affiliate,90.51
2024-09-26,Email,107.86
2024-09-26,Paid Search,314.44
2024-09-26,Paid Social,281.84
2024-09-27,Affiliate,78.18
2024-09-27,Email,105.17
2024-09-27,Paid Search,292.1
2024-09-27,Paid Social,227.6
2024-09-28,Affiliate,85.8
2024-09-28,Email,114.68
2024-09-28,Paid Search,318.97
2024-09-28,Paid Social,283.68
2024-09-29,Affiliate,73.84
2024-09-29,Email,96.55
2024-09-29,Paid Search,294.42
2024-09-29,Paid Social,254.78
2024-09-30,Affiliate,85.76
2024-09-30,Email,115.3
2024-09-30,Paid Search,387.22
2024-09-30,Paid Social,311.38
2024-10-01,Affiliate,98.38
2024-10-01,Email,136.46
2024-10-01,Paid Search,383.7
2024-10-01,Paid Social,305.12
2024-10-02,Affiliate,89.62
2024-10-02,Email,128.1
2024-10-02,Paid Search,341.14
2024-10-02,Paid Social,320.55
2024-10-03,Affiliate,88.16
2024-10-03,Email,137.21
2024-10-03,Paid Search,388.99
2024-10-03,Paid Social,340.39
2024-10-04,Affiliate,77.93
2024-10-04,Email,114.08
2024-10-04,Paid Search,366.79
2024-10-04,Paid Social,307.79
2024-10-05,Affiliate,76.38
2024-10-05,Email,105.8
2024-10-05,Paid Search,334.02
2024-10-05,Paid Social,280.58
2024-10-06,Affiliate,103.22
2024-10-06,Email,125.54
2024-10-06,Paid Search,370.96
2024-10-06,Paid Social,319.17
2024-10-07,Affiliate,103.52
2024-10-07,Email,132.25
